cat_index,sub_index,v_index,state,categories,subcategories,variables,policy,history_2020,current_policy_2030,current_policy_2050,repeat_policy_2030,repeat_policy_2050,core_policy_2030,core_policy_2050
2,2,3.0,DC,Labor,Employment by economic sector,Employment - Manufacturing,Biden,34.06498599948777,34.216220304140336,62.05311078214646,31.05830008988981,43.600295819730064,33.39455534476579,32.943819705399356
2,2,3.0,DC,Labor,Employment by economic sector,Employment - Manufacturing,other,34.06498599948777,34.216220304140336,62.05311078214646,32.99891118445694,37.396419131213634,33.39455534476579,32.943819705399356
2,2,3.0,DE,Labor,Employment by economic sector,Employment - Manufacturing,Biden,263.3286423480656,242.13724254406915,476.19972295860833,225.00269431862057,1143.4724464488593,246.39793504017888,945.2942150438605
2,2,3.0,DE,Labor,Employment by economic sector,Employment - Manufacturing,other,263.3286423480656,242.13724254406915,476.19972295860833,195.59212041923297,351.2935870717586,246.39793504017888,945.2942150438605
2,2,3.0,FL,Labor,Employment by economic sector,Employment - Manufacturing,Biden,5370.816093131861,4733.540266311421,5396.485950127894,5811.891336794815,8580.33638142107,5489.124253428117,7657.603946002775
2,2,3.0,FL,Labor,Employment by economic sector,Employment - Manufacturing,other,5370.816093131861,4733.540266311421,5396.485950127894,5677.636320554808,6259.340908570846,5489.124253428117,7657.603946002775
2,2,3.0,GA,Labor,Employment by economic sector,Employment - Manufacturing,Biden,3410.6525013649416,3326.135460195612,3417.732063971536,2933.310577689331,5358.857430008484,3104.89868065049,5260.514906027327
2,2,3.0,GA,Labor,Employment by economic sector,Employment - Manufacturing,other,3410.6525013649416,3326.135460195612,3417.732063971536,2998.64477051962,4185.7636764997,3104.89868065049,5260.514906027327
2,2,3.0,HI,Labor,Employment by economic sector,Employment - Manufacturing,Biden,327.85738133678865,334.66038916077713,326.3458197135394,330.4377015966131,184.67945318639292,333.7735049902269,134.4960394243095
2,2,3.0,HI,Labor,Employment by economic sector,Employment - Manufacturing,other,327.85738133678865,334.66038916077713,326.3458197135394,320.5006860688895,157.6302583630897,333.7735049902269,134.4960394243095
2,2,3.0,IA,Labor,Employment by economic sector,Employment - Manufacturing,Biden,6327.832316732302,6180.046065226107,6433.535919919034,6722.8007900077455,10179.968934082191,6687.745689274623,9090.147376795325
2,2,3.0,IA,Labor,Employment by economic sector,Employment - Manufacturing,other,6327.832316732302,6180.046065226107,6433.535919919034,6499.734439487751,5493.756398930704,6687.745689274623,9090.147376795325
2,2,3.0,ID,Labor,Employment by economic sector,Employment - Manufacturing,Biden,526.6134603890471,531.5477736178298,590.2016400196898,798.158571371933,857.8599402217728,786.0146433856493,711.0860724181352
2,2,3.0,ID,Labor,Employment by economic sector,Employment - Manufacturing,other,526.6134603890471,531.5477736178298,590.2016400196898,681.4032573331092,454.2117770718916,786.0146433856493,711.0860724181352
2,2,3.0,IL,Labor,Employment by economic sector,Employment - Manufacturing,Biden,7423.568896531674,6710.092577389091,6807.258497058685,6791.49455198009,9243.323993840126,6676.088489687513,8309.758665744865
2,2,3.0,IL,Labor,Employment by economic sector,Employment - Manufacturing,other,7423.568896531674,6710.092577389091,6807.258497058685,6430.480642484126,7104.671763239877,6676.088489687513,8309.758665744865
2,2,3.0,IN,Labor,Employment by economic sector,Employment - Manufacturing,Biden,4359.544406635586,3905.678304156709,3733.598319169826,3985.24676228656,5689.156582096126,3967.564409756568,5323.005127830108
2,2,3.0,IN,Labor,Employment by economic sector,Employment - Manufacturing,other,4359.544406635586,3905.678304156709,3733.598319169826,3332.8896651650543,5624.493911803214,3967.564409756568,5323.005127830108
2,2,3.0,KS,Labor,Employment by economic sector,Employment - Manufacturing,Biden,4114.322211189125,4183.39761099741,4146.588216739834,4348.593371192197,5623.938213101928,4371.224769414419,4574.039131469427
2,2,3.0,KS,Labor,Employment by economic sector,Employment - Manufacturing,other,4114.322211189125,4183.39761099741,4146.588216739834,4247.515596715722,3409.9928119557203,4371.224769414419,4574.039131469427
2,2,3.0,KY,Labor,Employment by economic sector,Employment - Manufacturing,Biden,2560.1690531799486,2255.9564851715545,2006.4845354159768,2011.2857441181302,1631.0402094203603,1825.4696301337526,1476.678737207463
2,2,3.0,KY,Labor,Employment by economic sector,Employment - Manufacturing,other,2560.1690531799486,2255.9564851715545,2006.4845354159768,2070.9291539952874,2725.7872485598823,1825.4696301337526,1476.678737207463
2,2,3.0,LA,Labor,Employment by economic sector,Employment - Manufacturing,Biden,11746.705747436583,12346.477188698465,11267.131281111164,11549.41413421088,7384.637414082616,11476.613272982848,5583.04760874675
2,2,3.0,LA,Labor,Employment by economic sector,Employment - Manufacturing,other,11746.705747436583,12346.477188698465,11267.131281111164,12324.923765514288,7256.7918201029115,11476.613272982848,5583.04760874675
2,2,3.0,MA,Labor,Employment by economic sector,Employment - Manufacturing,Biden,1394.011490155787,1331.7940254093428,3065.2114799134306,1888.158991107793,1864.8683126379067,1767.9678455319588,1776.663649784791
2,2,3.0,MA,Labor,Employment by economic sector,Employment - Manufacturing,other,1394.011490155787,1331.7940254093428,3065.2114799134306,1811.3784217715242,1780.193001944627,1767.9678455319588,1776.663649784791
2,2,3.0,MD,Labor,Employment by economic sector,Employment - Manufacturing,Biden,1205.4229023562389,1150.4767102017925,1395.598579500997,1214.517452846731,3482.372495586336,1221.0174965884703,2878.9360985196613
2,2,3.0,MD,Labor,Employment by economic sector,Employment - Manufacturing,other,1205.4229023562389,1150.4767102017925,1395.598579500997,991.9061182411449,1334.3761479715438,1221.0174965884703,2878.9360985196613
2,2,3.0,ME,Labor,Employment by economic sector,Employment - Manufacturing,Biden,564.8496029295289,515.5719616146783,590.8510148815757,627.7841251289476,4655.582329886001,629.964502523299,3642.151337603755
2,2,3.0,ME,Labor,Employment by economic sector,Employment - Manufacturing,other,564.8496029295289,515.5719616146783,590.8510148815757,581.372714253675,583.0866682685928,629.964502523299,3642.151337603755
2,2,3.0,MI,Labor,Employment by economic sector,Employment - Manufacturing,Biden,3740.5880779248077,3351.0712720612405,3524.8167307499784,3260.932676404532,3562.9226617726667,3437.9719445185433,3465.844143459959
2,2,3.0,MI,Labor,Employment by economic sector,Employment - Manufacturing,other,3740.5880779248077,3351.0712720612405,3524.8167307499784,3200.3398096036685,3615.1811475074787,3437.9719445185433,3465.844143459959
2,2,3.0,MN,Labor,Employment by economic sector,Employment - Manufacturing,Biden,3168.705546274593,3141.423239126897,3281.635411667998,3400.469999809959,7993.798350995845,3377.491041700384,7330.543673388408
2,2,3.0,MN,Labor,Employment by economic sector,Employment - Manufacturing,other,3168.705546274593,3141.423239126897,3281.635411667998,3421.741854952609,5394.924853467506,3377.491041700384,7330.543673388408
2,2,3.0,MO,Labor,Employment by economic sector,Employment - Manufacturing,Biden,2265.4477513926263,1837.5671235451643,2313.1314090744017,2576.922914867674,4467.833379438652,2508.489109571618,3910.3658742415764
2,2,3.0,MO,Labor,Employment by economic sector,Employment - Manufacturing,other,2265.4477513926263,1837.5671235451643,2313.1314090744017,2291.363313072895,2895.869168078565,2508.489109571618,3910.3658742415764
2,2,3.0,MS,Labor,Employment by economic sector,Employment - Manufacturing,Biden,3219.9839627056313,3289.165701334264,3239.6755867515753,3464.8374539023966,3886.5190000196053,3214.621440312436,3405.9967185504665
2,2,3.0,MS,Labor,Employment by economic sector,Employment - Manufacturing,other,3219.9839627056313,3289.165701334264,3239.6755867515753,3460.3125550706595,3022.2123876885435,3214.621440312436,3405.9967185504665
2,2,3.0,MT,Labor,Employment by economic sector,Employment - Manufacturing,Biden,926.7259079720983,850.1707010386958,735.9636449439694,930.0282717390337,1258.679582599356,906.1925031715732,941.6791854028596
2,2,3.0,MT,Labor,Employment by economic sector,Employment - Manufacturing,other,926.7259079720983,850.1707010386958,735.9636449439694,802.8512909171424,802.0488742352538,906.1925031715732,941.6791854028596
2,2,3.0,NC,Labor,Employment by economic sector,Employment - Manufacturing,Biden,2903.731806973658,2523.338942181547,2593.6661817646964,2760.0086050482773,3506.9478326712747,2773.418946238112,3326.439281610429
2,2,3.0,NC,Labor,Employment by economic sector,Employment - Manufacturing,other,2903.731806973658,2523.338942181547,2593.6661817646964,2648.6896869055417,3364.0150518261785,2773.418946238112,3326.439281610429
2,2,3.0,ND,Labor,Employment by economic sector,Employment - Manufacturing,Biden,6314.793966581464,6505.46521691494,5657.576081192762,6414.4385527820195,6113.008456452367,6426.667199168599,4746.055794989205
2,2,3.0,ND,Labor,Employment by economic sector,Employment - Manufacturing,other,6314.793966581464,6505.46521691494,5657.576081192762,6412.845379444154,4100.867875488805,6426.667199168599,4746.055794989205
2,2,3.0,NE,Labor,Employment by economic sector,Employment - Manufacturing,Biden,3409.4735045776715,3252.2523870583873,3316.152222303429,3765.109646186635,7133.2806353246115,3760.557993444506,6637.537194862238
2,2,3.0,NE,Labor,Employment by economic sector,Employment - Manufacturing,other,3409.4735045776715,3252.2523870583873,3316.152222303429,3501.7028933115657,4161.649707033961,3760.557993444506,6637.537194862238
2,2,3.0,NH,Labor,Employment by economic sector,Employment - Manufacturing,Biden,481.2461553095717,468.9935852624636,408.9432149705,466.33609227517763,2578.6922143051033,482.55915113063065,2076.0971045175306
2,2,3.0,NH,Labor,Employment by economic sector,Employment - Manufacturing,other,481.2461553095717,468.9935852624636,408.9432149705,459.49530944325574,488.29185765213964,482.55915113063065,2076.0971045175306
2,2,3.0,NJ,Labor,Employment by economic sector,Employment - Manufacturing,Biden,2350.169835932795,2307.0326291364613,4192.169605192749,2306.3815744136796,3965.5269563517068,2393.7468564335622,3432.858316274984
2,2,3.0,NJ,Labor,Employment by economic sector,Employment - Manufacturing,other,2350.169835932795,2307.0326291364613,4192.169605192749,2281.41476306465,2274.03175653093,2393.7468564335622,3432.858316274984
2,2,3.0,NM,Labor,Employment by economic sector,Employment - Manufacturing,Biden,6552.8474809805575,6759.687572858991,6004.989542873426,7305.606177361892,6090.5815416324795,7370.459695269524,4711.141340163582
2,2,3.0,NM,Labor,Employment by economic sector,Employment - Manufacturing,other,6552.8474809805575,6759.687572858991,6004.989542873426,7138.375181067571,4765.943602014368,7370.459695269524,4711.141340163582
2,2,3.0,NV,Labor,Employment by economic sector,Employment - Manufacturing,Biden,944.9969730202191,900.9593501016335,1023.6972065136212,999.9936004568386,1521.7794643328284,1007.0782410225718,1417.1166335132784
2,2,3.0,NV,Labor,Employment by economic sector,Employment - Manufacturing,other,944.9969730202191,900.9593501016335,1023.6972065136212,1139.4467595549247,1125.2628791003638,1007.0782410225718,1417.1166335132784
2,2,3.0,NY,Labor,Employment by economic sector,Employment - Manufacturing,Biden,4119.078300935076,3731.9262567201413,4859.87941393098,3948.465058046556,6881.2597823844935,4062.2521447304352,7136.036016576077
2,2,3.0,NY,Labor,Employment by economic sector,Employment - Manufacturing,other,4119.078300935076,3731.9262567201413,4859.87941393098,3913.5609269307506,4844.447399796154,4062.2521447304352,7136.036016576077
2,2,3.0,OH,Labor,Employment by economic sector,Employment - Manufacturing,Biden,7173.693056961888,6852.659306127551,6363.4645618541535,6478.796513815251,6098.991174121827,6583.99985587159,5357.488601692686
2,2,3.0,OH,Labor,Employment by economic sector,Employment - Manufacturing,other,7173.693056961888,6852.659306127551,6363.4645618541535,6519.408591066567,6333.961955345132,6583.99985587159,5357.488601692686
2,2,3.0,OK,Labor,Employment by economic sector,Employment - Manufacturing,Biden,17247.000133365593,17857.05692854603,15799.524296689351,17217.13867628641,13900.190690856936,17420.288484344142,10272.110581202644
2,2,3.0,OK,Labor,Employment by economic sector,Employment - Manufacturing,other,17247.000133365593,17857.05692854603,15799.524296689351,17475.995433763776,10195.685697661047,17420.288484344142,10272.110581202644
2,2,3.0,OR,Labor,Employment by economic sector,Employment - Manufacturing,Biden,1077.2804290188428,1082.688527433041,1502.4637640635665,1317.5293307645532,4088.9211394528297,1329.6671260595692,3417.8870245039216
2,2,3.0,OR,Labor,Employment by economic sector,Employment - Manufacturing,other,1077.2804290188428,1082.688527433041,1502.4637640635665,1250.943974719044,1961.6129914389212,1329.6671260595692,3417.8870245039216
2,2,3.0,PA,Labor,Employment by economic sector,Employment - Manufacturing,Biden,7407.185505397532,6882.888266182975,6720.881536804717,5962.6167289541545,7406.333907587115,6138.270669503029,6872.923570759503
2,2,3.0,PA,Labor,Employment by economic sector,Employment - Manufacturing,other,7407.185505397532,6882.888266182975,6720.881536804717,5996.269393397922,5779.422466870967,6138.270669503029,6872.923570759503
2,2,3.0,RI,Labor,Employment by economic sector,Employment - Manufacturing,Biden,327.36144531963924,250.3290098951249,391.51664559400564,254.78454030804326,317.3006278473181,267.5754719080721,332.3913109833639
2,2,3.0,RI,Labor,Employment by economic sector,Employment - Manufacturing,other,327.36144531963924,250.3290098951249,391.51664559400564,260.6659918631901,291.81193976171323,267.5754719080721,332.3913109833639
2,2,3.0,SC,Labor,Employment by economic sector,Employment - Manufacturing,Biden,1853.3432477080785,1709.7238169133573,1726.648383429792,2434.003914083118,3692.3940849200912,2551.7485695950113,3535.9341600587713
2,2,3.0,SC,Labor,Employment by economic sector,Employment - Manufacturing,other,1853.3432477080785,1709.7238169133573,1726.648383429792,1842.8835366834464,2973.3674361933936,2551.7485695950113,3535.9341600587713
2,2,3.0,SD,Labor,Employment by economic sector,Employment - Manufacturing,Biden,1632.6970628493655,1555.2445495279128,1560.1874368126998,1653.151588834417,2218.771293279025,1641.7355826344535,2011.5705595499935
2,2,3.0,SD,Labor,Employment by economic sector,Employment - Manufacturing,other,1632.6970628493655,1555.2445495279128,1560.1874368126998,1600.847444872661,1550.7469419826307,1641.7355826344535,2011.5705595499935
2,2,3.0,TN,Labor,Employment by economic sector,Employment - Manufacturing,Biden,2217.6922652876515,1957.9305897657218,2085.6465730050018,1861.1721288595043,2232.9659213671225,1978.4529066153657,1977.9580182379361
2,2,3.0,TN,Labor,Employment by economic sector,Employment - Manufacturing,other,2217.6922652876515,1957.9305897657218,2085.6465730050018,1884.0970400077306,2116.5152298409644,1978.4529066153657,1977.9580182379361
2,2,3.0,TX,Labor,Employment by economic sector,Employment - Manufacturing,Biden,90558.35094470048,95282.9034561467,84041.51960666709,92108.81892088862,69378.95467455381,92370.07090628009,52988.39801616882
2,2,3.0,TX,Labor,Employment by economic sector,Employment - Manufacturing,other,90558.35094470048,95282.9034561467,84041.51960666709,92216.50549077126,52551.613560626734,92370.07090628009,52988.39801616882
2,2,3.0,UT,Labor,Employment by economic sector,Employment - Manufacturing,Biden,2574.625912662039,2519.237897847107,2278.628490951359,2727.0908405638365,1682.7050355844165,2722.3346014783856,1384.4045709640454
2,2,3.0,UT,Labor,Employment by economic sector,Employment - Manufacturing,other,2574.625912662039,2519.237897847107,2278.628490951359,2637.1439439119636,1558.9888203252383,2722.3346014783856,1384.4045709640454
2,2,3.0,VA,Labor,Employment by economic sector,Employment - Manufacturing,Biden,2727.45393502347,2653.258100335639,2764.022812577601,3500.118917783619,3379.1846264342616,3471.6663564590826,3365.7927464556997
2,2,3.0,VA,Labor,Employment by economic sector,Employment - Manufacturing,other,2727.45393502347,2653.258100335639,2764.022812577601,2899.931201960029,2549.73944384519,3471.6663564590826,3365.7927464556997
2,2,3.0,VT,Labor,Employment by economic sector,Employment - Manufacturing,Biden,193.10081206084845,200.85091573941986,223.41083424088598,244.38330465192138,561.3107377871771,239.75922194392078,482.27532373476504
2,2,3.0,VT,Labor,Employment by economic sector,Employment - Manufacturing,other,193.10081206084845,200.85091573941986,223.41083424088598,220.85418944219523,212.00201660419955,239.75922194392078,482.27532373476504
2,2,3.0,WA,Labor,Employment by economic sector,Employment - Manufacturing,Biden,1697.7194131170518,1678.6578487240586,1991.1357630425728,2373.2131397069793,3936.7678272986695,2314.2192017978846,3278.2955447310433
2,2,3.0,WA,Labor,Employment by economic sector,Employment - Manufacturing,other,1697.7194131170518,1678.6578487240586,1991.1357630425728,2060.810718145533,2125.3689980866434,2314.2192017978846,3278.2955447310433
2,2,3.0,WI,Labor,Employment by economic sector,Employment - Manufacturing,Biden,2437.2927646517323,2325.7110994661784,2226.055757877467,2088.3966066543944,3359.599068598551,2231.054719996979,3239.466705328464
2,2,3.0,WI,Labor,Employment by economic sector,Employment - Manufacturing,other,2437.2927646517323,2325.7110994661784,2226.055757877467,2219.2305750037503,2945.2608661303543,2231.054719996979,3239.466705328464
2,2,3.0,WV,Labor,Employment by economic sector,Employment - Manufacturing,Biden,4397.0470370134,3729.3322019434077,3031.583475823581,2883.182188070369,2768.41715809314,2898.101610433983,2348.9927777175844
2,2,3.0,WV,Labor,Employment by economic sector,Employment - Manufacturing,other,4397.0470370134,3729.3322019434077,3031.583475823581,2903.175224138423,3001.8636056711775,2898.101610433983,2348.9927777175844
2,2,3.0,WY,Labor,Employment by economic sector,Employment - Manufacturing,Biden,4695.826165289476,4438.5373518735905,3754.039535731683,3883.563435697239,2989.580311861547,3944.3302876174357,2190.063663802432
2,2,3.0,WY,Labor,Employment by economic sector,Employment - Manufacturing,other,4695.826165289476,4438.5373518735905,3754.039535731683,3953.019169871533,2232.352992692363,3944.3302876174357,2190.063663802432
2,2,4.0,AK,Labor,Employment by economic sector,Employment - Mining,Biden,6755.411891950069,5117.439429792536,2234.98061269634,4609.964270876025,1238.7000327361332,4697.930042193527,870.1748762142499
2,2,4.0,AK,Labor,Employment by economic sector,Employment - Mining,other,6755.411891950069,5117.439429792536,2234.98061269634,4819.46175802396,1195.5144837749365,4697.930042193527,870.1748762142499
2,2,4.0,AL,Labor,Employment by economic sector,Employment - Mining,Biden,6902.086929751134,4621.685309220525,2036.1910769682117,3878.3933460009225,1279.379419498666,3824.094467449606,977.3189902062787
2,2,4.0,AL,Labor,Employment by economic sector,Employment - Mining,other,6902.086929751134,4621.685309220525,2036.1910769682117,3990.448909865562,1299.441667725938,3824.094467449606,977.3189902062787
2,2,4.0,AR,Labor,Employment by economic sector,Employment - Mining,Biden,5547.604628924902,4050.064533660574,1823.848053207058,3208.982357336575,750.1024403852477,3273.865557619867,500.5567323964612
2,2,4.0,AR,Labor,Employment by economic sector,Employment - Mining,other,5547.604628924902,4050.064533660574,1823.848053207058,3550.971522208526,1026.86942376391,3273.865557619867,500.5567323964612
2,2,4.0,AZ,Labor,Employment by economic sector,Employment - Mining,Biden,2561.053405998055,1546.716784752285,692.0037338269516,1300.3919536060098,224.92033626653287,1239.3596174274533,105.81555887592435
2,2,4.0,AZ,Labor,Employment by economic sector,Employment - Mining,other,2561.053405998055,1546.716784752285,692.0037338269516,1264.2637754754571,182.77028879713666,1239.3596174274533,105.81555887592435
2,2,4.0,CA,Labor,Employment by economic sector,Employment - Mining,Biden,37968.21953670162,27502.68887837703,11875.493705228268,26632.894675313233,8051.4557718993565,26356.153497987303,5319.807534772998
2,2,4.0,CA,Labor,Employment by economic sector,Employment - Mining,other,37968.21953670162,27502.68887837703,11875.493705228268,26637.37268657521,6731.723747385973,26356.153497987303,5319.807534772998
2,2,4.0,CO,Labor,Employment by economic sector,Employment - Mining,Biden,17419.539382651954,12561.63122963053,5413.40657392001,10979.727438622895,2912.5815438820464,11147.520939317277,2001.4010288504824
2,2,4.0,CO,Labor,Employment by economic sector,Employment - Mining,other,17419.539382651954,12561.63122963053,5413.40657392001,11465.259245348989,2852.5740888864257,11147.520939317277,2001.4010288504824
2,2,4.0,CT,Labor,Employment by economic sector,Employment - Mining,Biden,1339.741431651976,857.657209911011,408.641048859845,760.4592155026819,140.2545825456375,731.680187319432,70.8117793751409
2,2,4.0,CT,Labor,Employment by economic sector,Employment - Mining,other,1339.741431651976,857.657209911011,408.641048859845,749.671865515645,122.42427124681271,731.680187319432,70.8117793751409
2,2,4.0,DC,Labor,Employment by economic sector,Employment - Mining,Biden,75.63503210305569,51.5481245945522,24.06979787532818,41.6030796086956,6.27879890713029,41.422482058998,2.9331313403294716
2,2,4.0,DC,Labor,Employment by economic sector,Employment - Mining,other,75.63503210305569,51.5481245945522,24.06979787532818,43.460328010635905,7.6604083073257,41.422482058998,2.9331313403294716
2,2,4.0,DE,Labor,Employment by economic sector,Employment - Mining,Biden,397.077882162533,256.563002754072,110.14124118736041,204.5132136056317,28.2387787106367,196.94859922162948,8.900505470617446
2,2,4.0,DE,Labor,Employment by economic sector,Employment - Mining,other,397.077882162533,256.563002754072,110.14124118736041,203.1319594077255,25.588352841995302,196.94859922162948,8.900505470617446
2,2,4.0,FL,Labor,Employment by economic sector,Employment - Mining,Biden,7216.76609564818,4567.959740408653,2116.9617926487117,4182.918506379479,1265.2500235563793,3986.811031354137,734.445530100045
2,2,4.0,FL,Labor,Employment by economic sector,Employment - Mining,other,7216.76609564818,4567.959740408653,2116.9617926487117,4219.846976326127,1262.3166711699423,3986.811031354137,734.445530100045
2,2,4.0,GA,Labor,Employment by economic sector,Employment - Mining,Biden,4551.251789587305,2725.4434824782584,1197.9873496523112,2384.5637315988515,678.2489647497349,2251.1913531642576,360.3405865855925
2,2,4.0,GA,Labor,Employment by economic sector,Employment - Mining,other,4551.251789587305,2725.4434824782584,1197.9873496523112,2391.7161050500754,646.39930332155,2251.1913531642576,360.3405865855925
2,2,4.0,HI,Labor,Employment by economic sector,Employment - Mining,Biden,618.821839734723,444.533542096519,223.23421044226,422.838652885562,125.837792453508,408.297507021834,87.9159851851792
2,2,4.0,HI,Labor,Employment by economic sector,Employment - Mining,other,618.821839734723,444.533542096519,223.23421044226,408.291275685023,104.254279798464,408.297507021834,87.9159851851792
2,2,4.0,IA,Labor,Employment by economic sector,Employment - Mining,Biden,2380.806571556042,1567.276558894136,707.9066725394661,1273.292107481897,377.0778501292134,1250.1222993888189,273.2226203862822
2,2,4.0,IA,Labor,Employment by economic sector,Employment - Mining,other,2380.806571556042,1567.276558894136,707.9066725394661,1278.8046600398761,351.873093273151,1250.1222993888189,273.2226203862822
2,2,4.0,ID,Labor,Employment by economic sector,Employment - Mining,Biden,734.3889898026546,478.08237141280034,229.7930995730779,433.13567601815265,87.00080844474175,414.2946913175155,39.359614153324586
2,2,4.0,ID,Labor,Employment by economic sector,Employment - Mining,other,734.3889898026546,478.08237141280034,229.7930995730779,422.0538949903207,66.18323419542051,414.2946913175155,39.359614153324586
2,2,4.0,IL,Labor,Employment by economic sector,Employment - Mining,Biden,11523.731277692968,6687.594764076296,2843.99096049378,4843.017494726506,1788.3270620521034,4725.8576212571315,1287.685558219503
2,2,4.0,IL,Labor,Employment by economic sector,Employment - Mining,other,11523.731277692968,6687.594764076296,2843.99096049378,4901.7673686283715,1709.4623923237432,4725.8576212571315,1287.685558219503
2,2,4.0,IN,Labor,Employment by economic sector,Employment - Mining,Biden,6375.200183466791,3574.670958606783,1418.5165960017794,2366.0420335817885,762.3801851433668,2300.987148432846,485.57532842121765
2,2,4.0,IN,Labor,Employment by economic sector,Employment - Mining,other,6375.200183466791,3574.670958606783,1418.5165960017794,2400.649842437804,745.1003918235425,2300.987148432846,485.57532842121765
2,2,4.0,KS,Labor,Employment by economic sector,Employment - Mining,Biden,6948.49732656622,5017.9069690958595,2180.3978479799694,4725.4602239825,1531.3761358317645,4714.953837979227,1017.8516812546266
2,2,4.0,KS,Labor,Employment by economic sector,Employment - Mining,other,6948.49732656622,5017.9069690958595,2180.3978479799694,4822.216489218813,1391.9909658533957,4714.953837979227,1017.8516812546266
2,2,4.0,KY,Labor,Employment by economic sector,Employment - Mining,Biden,6473.811739380755,3443.5358447810645,1365.126447259041,2086.112653849214,740.5125949996799,2045.228650419936,534.6971857051892
2,2,4.0,KY,Labor,Employment by economic sector,Employment - Mining,other,6473.811739380755,3443.5358447810645,1365.126447259041,2119.8082914872775,740.4267181594887,2045.228650419936,534.6971857051892
2,2,4.0,LA,Labor,Employment by economic sector,Employment - Mining,Biden,30002.537807382316,22729.054711590892,10362.277858082574,19497.27983428274,4964.839624992662,19924.41469920033,3458.178979864214
2,2,4.0,LA,Labor,Employment by economic sector,Employment - Mining,other,30002.537807382316,22729.054711590892,10362.277858082574,21207.136722959578,5961.44239153393,19924.41469920033,3458.178979864214
2,2,4.0,MA,Labor,Employment by economic sector,Employment - Mining,Biden,2166.972464801542,1433.161411765716,692.290162421979,1271.6251612098868,259.8571522549888,1227.8107968990769,151.21410108120511
2,2,4.0,MA,Labor,Employment by economic sector,Employment - Mining,other,2166.972464801542,1433.161411765716,692.290162421979,1256.237611230749,233.03461180175083,1227.8107968990769,151.21410108120511
2,2,4.0,MD,Labor,Employment by economic sector,Employment - Mining,Biden,1829.7426278669586,1143.3908308100185,512.3158996519799,963.0499118656189,187.32086340313506,923.1429510737249,100.10308954263309
2,2,4.0,MD,Labor,Employment by economic sector,Employment - Mining,other,1829.7426278669586,1143.3908308100185,512.3158996519799,942.6218317284524,158.77926008801757,923.1429510737249,100.10308954263309
2,2,4.0,ME,Labor,Employment by economic sector,Employment - Mining,Biden,794.7053415663693,532.8597046079053,264.9601114652175,508.93927613618797,142.69237316410633,484.76345262640007,94.29573973129713
2,2,4.0,ME,Labor,Employment by economic sector,Employment - Mining,other,794.7053415663693,532.8597046079053,264.9601114652175,487.7683852270314,111.64531714104588,484.76345262640007,94.29573973129713
2,2,4.0,MI,Labor,Employment by economic sector,Employment - Mining,Biden,5935.375445219872,3824.910951197992,1740.372874433687,3286.41758044672,723.8135574110099,3234.647074517586,472.8334505531334
2,2,4.0,MI,Labor,Employment by economic sector,Employment - Mining,other,5935.375445219872,3824.910951197992,1740.372874433687,3323.9693354120327,704.5221439839738,3234.647074517586,472.8334505531334
2,2,4.0,MN,Labor,Employment by economic sector,Employment - Mining,Biden,2740.49957633969,1759.658964101555,839.8223747456569,1541.9546491976819,392.9294203350203,1497.343933700941,270.5965717955512
2,2,4.0,MN,Labor,Employment by economic sector,Employment - Mining,other,2740.49957633969,1759.658964101555,839.8223747456569,1529.0951452924319,359.97964226707404,1497.343933700941,270.5965717955512
2,2,4.0,MO,Labor,Employment by economic sector,Employment - Mining,Biden,3118.412272746529,1852.7050114231365,855.3079276124463,1665.2816923888045,515.4807267311378,1583.924184131902,322.47180489030006
2,2,4.0,MO,Labor,Employment by economic sector,Employment - Mining,other,3118.412272746529,1852.7050114231365,855.3079276124463,1668.0593218313663,459.8137363827194,1583.924184131902,322.47180489030006
2,2,4.0,MS,Labor,Employment by economic sector,Employment - Mining,Biden,5713.334198900986,4119.848349241796,1789.9863572790362,4172.329765989914,1508.6700176124464,4039.474437611885,985.9448593556453
2,2,4.0,MS,Labor,Employment by economic sector,Employment - Mining,other,5713.334198900986,4119.848349241796,1789.9863572790362,4260.07230829872,1393.3348257587634,4039.474437611885,985.9448593556453
2,2,4.0,MT,Labor,Employment by economic sector,Employment - Mining,Biden,2510.621312351645,1453.8775247680621,569.8690899263811,1014.3111817668386,506.31122812535256,977.0372298315899,315.5561887315894
2,2,4.0,MT,Labor,Employment by economic sector,Employment - Mining,other,2510.621312351645,1453.8775247680621,569.8690899263811,1042.6350563551473,503.55117888260554,977.0372298315899,315.5561887315894
2,2,4.0,NC,Labor,Employment by economic sector,Employment - Mining,Biden,4174.632156520909,2396.415151877314,1112.272255051047,2108.6448202178613,427.74618851762796,2016.658845591116,248.3406619136797
2,2,4.0,NC,Labor,Employment by economic sector,Employment - Mining,other,4174.632156520909,2396.415151877314,1112.272255051047,2054.364331326097,363.856809384955,2016.658845591116,248.3406619136797
2,2,4.0,ND,Labor,Employment by economic sector,Employment - Mining,Biden,13049.146538685105,9644.422057316067,4088.4299216395148,8914.54260359463,2965.4718767004756,8983.578501135926,2008.238901829594
2,2,4.0,ND,Labor,Employment by economic sector,Employment - Mining,other,13049.146538685105,9644.422057316067,4088.4299216395148,9245.024763014155,2797.9486158527634,8983.578501135926,2008.238901829594
2,2,4.0,NE,Labor,Employment by economic sector,Employment - Mining,Biden,1415.8253481682668,881.9700043920927,381.6325156739672,724.2531350065125,180.95164793411132,702.2077002155949,104.83020742829675
